img_name,gcp_path,person_name,img_path,identify_results,top_1_name,top_1_dist
GL_Peiris_0004.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/GL_Peiris/GL_Peiris_0004.jpg,GL_Peiris,/home/guilherme/projects/parai/app/data/images/lfw/GL_Peiris/GL_Peiris_0004.jpg,"(['Atal_Bihari_Vajpayee_0021'], [0.5304167974643187])",Atal_Bihari_Vajpayee_0021,0.5304167974643187
Hans_Blix_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Hans_Blix/Hans_Blix_0002.jpg,Hans_Blix,/home/guilherme/projects/parai/app/data/images/lfw/Hans_Blix/Hans_Blix_0002.jpg,"(['Hans_Blix_0009'], [0.4834349212462782])",Hans_Blix_0009,0.4834349212462782
Hans_Blix_0032.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Hans_Blix/Hans_Blix_0032.jpg,Hans_Blix,/home/guilherme/projects/parai/app/data/images/lfw/Hans_Blix/Hans_Blix_0032.jpg,"(['Hans_Blix_0009'], [0.4170144969775674])",Hans_Blix_0009,0.4170144969775674
Hans_Blix_0027.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Hans_Blix/Hans_Blix_0027.jpg,Hans_Blix,/home/guilherme/projects/parai/app/data/images/lfw/Hans_Blix/Hans_Blix_0027.jpg,"(['Mike_Price_0001'], [0.47672453363495154])",Mike_Price_0001,0.47672453363495154
Hans_Blix_0031.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Hans_Blix/Hans_Blix_0031.jpg,Hans_Blix,/home/guilherme/projects/parai/app/data/images/lfw/Hans_Blix/Hans_Blix_0031.jpg,"(['Ferenc_Madl_0001'], [0.4937315066846684])",Ferenc_Madl_0001,0.4937315066846684
Hans_Blix_0014.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Hans_Blix/Hans_Blix_0014.jpg,Hans_Blix,/home/guilherme/projects/parai/app/data/images/lfw/Hans_Blix/Hans_Blix_0014.jpg,"(['Ferenc_Madl_0001'], [0.5435583714452157])",Ferenc_Madl_0001,0.5435583714452157
Hans_Blix_0025.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Hans_Blix/Hans_Blix_0025.jpg,Hans_Blix,/home/guilherme/projects/parai/app/data/images/lfw/Hans_Blix/Hans_Blix_0025.jpg,"(['Max_Mayfield_0001'], [0.5091719258854056])",Max_Mayfield_0001,0.5091719258854056
Hans_Blix_0023.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Hans_Blix/Hans_Blix_0023.jpg,Hans_Blix,/home/guilherme/projects/parai/app/data/images/lfw/Hans_Blix/Hans_Blix_0023.jpg,"(['Hans_Blix_0009'], [0.49005137603052895])",Hans_Blix_0009,0.49005137603052895
Hu_Jintao_0011.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Hu_Jintao/Hu_Jintao_0011.jpg,Hu_Jintao,/home/guilherme/projects/parai/app/data/images/lfw/Hu_Jintao/Hu_Jintao_0011.jpg,"(['Wen_Jiabao_0003', 'Yukiko_Okudo_0001'], [0.371441801176633, 0.4793234370987646])",Wen_Jiabao_0003,0.371441801176633
Jim_Furyk_0003.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Jim_Furyk/Jim_Furyk_0003.jpg,Jim_Furyk,/home/guilherme/projects/parai/app/data/images/lfw/Jim_Furyk/Jim_Furyk_0003.jpg,"(['Jim_Furyk_0006'], [0.43179694908740923])",Jim_Furyk_0006,0.43179694908740923
Jim_Furyk_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Jim_Furyk/Jim_Furyk_0002.jpg,Jim_Furyk,/home/guilherme/projects/parai/app/data/images/lfw/Jim_Furyk/Jim_Furyk_0002.jpg,"(['Jim_Furyk_0006'], [0.5077755041929413])",Jim_Furyk_0006,0.5077755041929413
John_Rosa_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/John_Rosa/John_Rosa_0001.jpg,John_Rosa,/home/guilherme/projects/parai/app/data/images/lfw/John_Rosa/John_Rosa_0001.jpg,"(['John_Rosa_0003'], [0.38616860361691746])",John_Rosa_0003,0.38616860361691746
John_Snow_0009.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/John_Snow/John_Snow_0009.jpg,John_Snow,/home/guilherme/projects/parai/app/data/images/lfw/John_Snow/John_Snow_0009.jpg,"(['John_Snow_0016'], [0.37294623484876427])",John_Snow_0016,0.37294623484876427
John_Snow_0012.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/John_Snow/John_Snow_0012.jpg,John_Snow,/home/guilherme/projects/parai/app/data/images/lfw/John_Snow/John_Snow_0012.jpg,"(['Mario_Cipollini_0002'], [0.578459556245767])",Mario_Cipollini_0002,0.578459556245767
John_Snow_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/John_Snow/John_Snow_0002.jpg,John_Snow,/home/guilherme/projects/parai/app/data/images/lfw/John_Snow/John_Snow_0002.jpg,"(['John_Snow_0016'], [0.5000841678668924])",John_Snow_0016,0.5000841678668924
John_Snow_0010.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/John_Snow/John_Snow_0010.jpg,John_Snow,/home/guilherme/projects/parai/app/data/images/lfw/John_Snow/John_Snow_0010.jpg,"(['John_Snow_0016'], [0.4105027450025075])",John_Snow_0016,0.4105027450025075
Mike_Weir_0009.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Mike_Weir/Mike_Weir_0009.jpg,Mike_Weir,/home/guilherme/projects/parai/app/data/images/lfw/Mike_Weir/Mike_Weir_0009.jpg,"(['Mike_Weir_0010'], [0.4293132571998037])",Mike_Weir_0010,0.4293132571998037
Mike_Weir_0005.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Mike_Weir/Mike_Weir_0005.jpg,Mike_Weir,/home/guilherme/projects/parai/app/data/images/lfw/Mike_Weir/Mike_Weir_0005.jpg,"(['Mike_Weir_0010'], [0.4706458319316879])",Mike_Weir_0010,0.4706458319316879
Naoto_Kan_0003.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Naoto_Kan/Naoto_Kan_0003.jpg,Naoto_Kan,/home/guilherme/projects/parai/app/data/images/lfw/Naoto_Kan/Naoto_Kan_0003.jpg,"(['Naoto_Kan_0004'], [0.2791701904128767])",Naoto_Kan_0004,0.2791701904128767
Pete_Rose_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Pete_Rose/Pete_Rose_0002.jpg,Pete_Rose,/home/guilherme/projects/parai/app/data/images/lfw/Pete_Rose/Pete_Rose_0002.jpg,"(['Pete_Rose_0001'], [0.460304331988453])",Pete_Rose_0001,0.460304331988453
Roy_Moore_0003.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Roy_Moore/Roy_Moore_0003.jpg,Roy_Moore,/home/guilherme/projects/parai/app/data/images/lfw/Roy_Moore/Roy_Moore_0003.jpg,"(['Guido_Westerwelle_0001'], [0.5399820809275774])",Guido_Westerwelle_0001,0.5399820809275774
Tom_Ridge_0010.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Tom_Ridge/Tom_Ridge_0010.jpg,Tom_Ridge,/home/guilherme/projects/parai/app/data/images/lfw/Tom_Ridge/Tom_Ridge_0010.jpg,"(['Tom_Ridge_0007'], [0.42225727468691443])",Tom_Ridge_0007,0.42225727468691443
Tom_Ridge_0019.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Tom_Ridge/Tom_Ridge_0019.jpg,Tom_Ridge,/home/guilherme/projects/parai/app/data/images/lfw/Tom_Ridge/Tom_Ridge_0019.jpg,"(['Tom_Ridge_0007'], [0.35388597846933356])",Tom_Ridge_0007,0.35388597846933356
Tom_Ridge_0030.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Tom_Ridge/Tom_Ridge_0030.jpg,Tom_Ridge,/home/guilherme/projects/parai/app/data/images/lfw/Tom_Ridge/Tom_Ridge_0030.jpg,"(['Tom_Ridge_0007'], [0.4893853776973939])",Tom_Ridge_0007,0.4893853776973939
Tom_Ridge_0009.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Tom_Ridge/Tom_Ridge_0009.jpg,Tom_Ridge,/home/guilherme/projects/parai/app/data/images/lfw/Tom_Ridge/Tom_Ridge_0009.jpg,"(['Tom_Ridge_0007'], [0.446986572788691])",Tom_Ridge_0007,0.446986572788691
Tom_Ridge_0005.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Tom_Ridge/Tom_Ridge_0005.jpg,Tom_Ridge,/home/guilherme/projects/parai/app/data/images/lfw/Tom_Ridge/Tom_Ridge_0005.jpg,"(['Tom_Ridge_0007'], [0.3585742459069471])",Tom_Ridge_0007,0.3585742459069471
Tom_Ridge_0015.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Tom_Ridge/Tom_Ridge_0015.jpg,Tom_Ridge,/home/guilherme/projects/parai/app/data/images/lfw/Tom_Ridge/Tom_Ridge_0015.jpg,"(['Tom_Ridge_0007'], [0.39027414985704006])",Tom_Ridge_0007,0.39027414985704006
Arye_Mekel_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Arye_Mekel/Arye_Mekel_0002.jpg,Arye_Mekel,/home/guilherme/projects/parai/app/data/images/lfw/Arye_Mekel/Arye_Mekel_0002.jpg,"(['Arye_Mekel_0001'], [0.27079011065605163])",Arye_Mekel_0001,0.27079011065605163
Bill_Frist_0009.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Bill_Frist/Bill_Frist_0009.jpg,Bill_Frist,/home/guilherme/projects/parai/app/data/images/lfw/Bill_Frist/Bill_Frist_0009.jpg,"(['Bill_Frist_0008'], [0.3063853600759887])",Bill_Frist_0008,0.3063853600759887
Bill_Gates_0016.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Bill_Gates/Bill_Gates_0016.jpg,Bill_Gates,/home/guilherme/projects/parai/app/data/images/lfw/Bill_Gates/Bill_Gates_0016.jpg,"(['Bill_Gates_0011'], [0.4184263532931333])",Bill_Gates_0011,0.4184263532931333
Bill_Gates_0013.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Bill_Gates/Bill_Gates_0013.jpg,Bill_Gates,/home/guilherme/projects/parai/app/data/images/lfw/Bill_Gates/Bill_Gates_0013.jpg,"(['Bill_Gates_0011'], [0.4727090101971119])",Bill_Gates_0011,0.4727090101971119
Bill_Gates_0010.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Bill_Gates/Bill_Gates_0010.jpg,Bill_Gates,/home/guilherme/projects/parai/app/data/images/lfw/Bill_Gates/Bill_Gates_0010.jpg,"(['Bill_Gates_0011'], [0.4120437782458594])",Bill_Gates_0011,0.4120437782458594
Bill_Simon_0011.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Bill_Simon/Bill_Simon_0011.jpg,Bill_Simon,/home/guilherme/projects/parai/app/data/images/lfw/Bill_Simon/Bill_Simon_0011.jpg,"(['Bill_Simon_0005'], [0.4175994111762571])",Bill_Simon_0005,0.4175994111762571
Bill_Simon_0013.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Bill_Simon/Bill_Simon_0013.jpg,Bill_Simon,/home/guilherme/projects/parai/app/data/images/lfw/Bill_Simon/Bill_Simon_0013.jpg,"(['Bill_Simon_0005'], [0.5206841776573874])",Bill_Simon_0005,0.5206841776573874
Bob_Graham_0003.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Bob_Graham/Bob_Graham_0003.jpg,Bob_Graham,/home/guilherme/projects/parai/app/data/images/lfw/Bob_Graham/Bob_Graham_0003.jpg,"(['Bob_Graham_0005'], [0.37131591284519727])",Bob_Graham_0005,0.37131591284519727
Ciro_Gomes_0005.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Ciro_Gomes/Ciro_Gomes_0005.jpg,Ciro_Gomes,/home/guilherme/projects/parai/app/data/images/lfw/Ciro_Gomes/Ciro_Gomes_0005.jpg,"(['Ciro_Gomes_0004'], [0.49729481536195774])",Ciro_Gomes_0004,0.49729481536195774
Clay_Aiken_0005.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Clay_Aiken/Clay_Aiken_0005.jpg,Clay_Aiken,/home/guilherme/projects/parai/app/data/images/lfw/Clay_Aiken/Clay_Aiken_0005.jpg,"(['Clay_Aiken_0002'], [0.4220873073096671])",Clay_Aiken_0002,0.4220873073096671
Elton_John_0005.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Elton_John/Elton_John_0005.jpg,Elton_John,/home/guilherme/projects/parai/app/data/images/lfw/Elton_John/Elton_John_0005.jpg,"(['Elton_John_0004'], [0.4384495534452754])",Elton_John_0004,0.4384495534452754
Gray_Davis_0026.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Gray_Davis/Gray_Davis_0026.jpg,Gray_Davis,/home/guilherme/projects/parai/app/data/images/lfw/Gray_Davis/Gray_Davis_0026.jpg,"(['Gray_Davis_0016'], [0.34519727971940195])",Gray_Davis_0016,0.34519727971940195
Gray_Davis_0014.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Gray_Davis/Gray_Davis_0014.jpg,Gray_Davis,/home/guilherme/projects/parai/app/data/images/lfw/Gray_Davis/Gray_Davis_0014.jpg,"(['Gray_Davis_0016'], [0.42237937521116226])",Gray_Davis_0016,0.42237937521116226
Gray_Davis_0017.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Gray_Davis/Gray_Davis_0017.jpg,Gray_Davis,/home/guilherme/projects/parai/app/data/images/lfw/Gray_Davis/Gray_Davis_0017.jpg,"(['Gray_Davis_0016'], [0.37601621586019285])",Gray_Davis_0016,0.37601621586019285
Gray_Davis_0007.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Gray_Davis/Gray_Davis_0007.jpg,Gray_Davis,/home/guilherme/projects/parai/app/data/images/lfw/Gray_Davis/Gray_Davis_0007.jpg,"(['Jim_Hahn_0001', 'Gray_Davis_0016'], [0.49095867486611056, 0.3251484905548562])",Jim_Hahn_0001,0.49095867486611056
Hal_Gehman_0005.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Hal_Gehman/Hal_Gehman_0005.jpg,Hal_Gehman,/home/guilherme/projects/parai/app/data/images/lfw/Hal_Gehman/Hal_Gehman_0005.jpg,"(['Hal_Gehman_0002'], [0.46897829129473584])",Hal_Gehman_0002,0.46897829129473584
Hamzah_Haz_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Hamzah_Haz/Hamzah_Haz_0001.jpg,Hamzah_Haz,/home/guilherme/projects/parai/app/data/images/lfw/Hamzah_Haz/Hamzah_Haz_0001.jpg,"(['Hamzah_Haz_0002', 'Win_Aung_0004'], [0.4194476914628972, 0.5372264679808476])",Hamzah_Haz_0002,0.4194476914628972
Heidi_Klum_0003.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Heidi_Klum/Heidi_Klum_0003.jpg,Heidi_Klum,/home/guilherme/projects/parai/app/data/images/lfw/Heidi_Klum/Heidi_Klum_0003.jpg,"(['Heidi_Klum_0004'], [0.49290396260850766])",Heidi_Klum_0004,0.49290396260850766
Heidi_Klum_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Heidi_Klum/Heidi_Klum_0001.jpg,Heidi_Klum,/home/guilherme/projects/parai/app/data/images/lfw/Heidi_Klum/Heidi_Klum_0001.jpg,"(['Daisy_Fuentes_0002'], [0.5038761438266806])",Daisy_Fuentes_0002,0.5038761438266806
Hugh_Grant_0007.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Hugh_Grant/Hugh_Grant_0007.jpg,Hugh_Grant,/home/guilherme/projects/parai/app/data/images/lfw/Hugh_Grant/Hugh_Grant_0007.jpg,"(['Hugh_Grant_0005'], [0.5115728858950725])",Hugh_Grant_0005,0.5115728858950725
Jack_Straw_0009.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Jack_Straw/Jack_Straw_0009.jpg,Jack_Straw,/home/guilherme/projects/parai/app/data/images/lfw/Jack_Straw/Jack_Straw_0009.jpg,"(['Jack_Straw_0006', 'Ben_Curtis_0002'], [0.49394215301318856, 0.5415626664279305])",Jack_Straw_0006,0.49394215301318856
Jack_Straw_0024.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Jack_Straw/Jack_Straw_0024.jpg,Jack_Straw,/home/guilherme/projects/parai/app/data/images/lfw/Jack_Straw/Jack_Straw_0024.jpg,"(['Jack_Straw_0006'], [0.43731542482033714])",Jack_Straw_0006,0.43731542482033714
Jack_Straw_0023.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Jack_Straw/Jack_Straw_0023.jpg,Jack_Straw,/home/guilherme/projects/parai/app/data/images/lfw/Jack_Straw/Jack_Straw_0023.jpg,"(['Jack_Straw_0006'], [0.4013624431456965])",Jack_Straw_0006,0.4013624431456965
Jack_Straw_0026.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Jack_Straw/Jack_Straw_0026.jpg,Jack_Straw,/home/guilherme/projects/parai/app/data/images/lfw/Jack_Straw/Jack_Straw_0026.jpg,"(['Jack_Straw_0006'], [0.45885324815102296])",Jack_Straw_0006,0.45885324815102296
James_Kopp_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/James_Kopp/James_Kopp_0001.jpg,James_Kopp,/home/guilherme/projects/parai/app/data/images/lfw/James_Kopp/James_Kopp_0001.jpg,"(['James_Kopp_0002'], [0.4951100362158505])",James_Kopp_0002,0.4951100362158505
Jason_Kidd_0007.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Jason_Kidd/Jason_Kidd_0007.jpg,Jason_Kidd,/home/guilherme/projects/parai/app/data/images/lfw/Jason_Kidd/Jason_Kidd_0007.jpg,"(['Jason_Kidd_0006'], [0.4777482258185009])",Jason_Kidd_0006,0.4777482258185009
Jason_Kidd_0003.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Jason_Kidd/Jason_Kidd_0003.jpg,Jason_Kidd,/home/guilherme/projects/parai/app/data/images/lfw/Jason_Kidd/Jason_Kidd_0003.jpg,"(['Jason_Kidd_0006'], [0.40800074340447967])",Jason_Kidd_0006,0.40800074340447967
Jason_Kidd_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Jason_Kidd/Jason_Kidd_0002.jpg,Jason_Kidd,/home/guilherme/projects/parai/app/data/images/lfw/Jason_Kidd/Jason_Kidd_0002.jpg,"(['Jason_Kidd_0006'], [0.5426944415492844])",Jason_Kidd_0006,0.5426944415492844
Jay_Garner_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Jay_Garner/Jay_Garner_0002.jpg,Jay_Garner,/home/guilherme/projects/parai/app/data/images/lfw/Jay_Garner/Jay_Garner_0002.jpg,"(['Jay_Garner_0004'], [0.4091054663453662])",Jay_Garner_0004,0.4091054663453662
Jim_Carrey_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Jim_Carrey/Jim_Carrey_0001.jpg,Jim_Carrey,/home/guilherme/projects/parai/app/data/images/lfw/Jim_Carrey/Jim_Carrey_0001.jpg,"(['Tom_Glavine_0001'], [0.5834382799187132])",Tom_Glavine_0001,0.5834382799187132
Jiri_Novak_0003.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Jiri_Novak/Jiri_Novak_0003.jpg,Jiri_Novak,/home/guilherme/projects/parai/app/data/images/lfw/Jiri_Novak/Jiri_Novak_0003.jpg,"(['Jiri_Novak_0002'], [0.4866202971456713])",Jiri_Novak_0002,0.4866202971456713
Jiri_Novak_0006.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Jiri_Novak/Jiri_Novak_0006.jpg,Jiri_Novak,/home/guilherme/projects/parai/app/data/images/lfw/Jiri_Novak/Jiri_Novak_0006.jpg,"(['Jiri_Novak_0002'], [0.5060044678793766])",Jiri_Novak_0002,0.5060044678793766
John_Banko_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/John_Banko/John_Banko_0001.jpg,John_Banko,/home/guilherme/projects/parai/app/data/images/lfw/John_Banko/John_Banko_0001.jpg,"(['John_Banko_0002'], [0.3486177465304743])",John_Banko_0002,0.3486177465304743
Jon_Gruden_0006.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Jon_Gruden/Jon_Gruden_0006.jpg,Jon_Gruden,/home/guilherme/projects/parai/app/data/images/lfw/Jon_Gruden/Jon_Gruden_0006.jpg,"(['Jon_Gruden_0001'], [0.49695132589403257])",Jon_Gruden_0001,0.49695132589403257
Jose_Serra_0005.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Jose_Serra/Jose_Serra_0005.jpg,Jose_Serra,/home/guilherme/projects/parai/app/data/images/lfw/Jose_Serra/Jose_Serra_0005.jpg,"(['Jose_Serra_0003'], [0.42857396587098])",Jose_Serra_0003,0.42857396587098
