person_name,img_name,gcp_path,img_path
Anastasia_Myskina,Anastasia_Myskina_0003.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Anastasia_Myskina/Anastasia_Myskina_0003.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Anastasia_Myskina/Anastasia_Myskina_0003.jpg
Andre_Agassi,Andre_Agassi_0015.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Andre_Agassi/Andre_Agassi_0015.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Andre_Agassi/Andre_Agassi_0015.jpg
Angelo_Reyes,Angelo_Reyes_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Angelo_Reyes/Angelo_Reyes_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Angelo_Reyes/Angelo_Reyes_0002.jpg
Antonio_Banderas,Antonio_Banderas_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Antonio_Banderas/Antonio_Banderas_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Antonio_Banderas/Antonio_Banderas_0002.jpg
Antonio_Palocci,Antonio_Palocci_0006.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Antonio_Palocci/Antonio_Palocci_0006.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Antonio_Palocci/Antonio_Palocci_0006.jpg
Antony_Leung,Antony_Leung_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Antony_Leung/Antony_Leung_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Antony_Leung/Antony_Leung_0001.jpg
Arnoldo_Aleman,Arnoldo_Aleman_0004.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Arnoldo_Aleman/Arnoldo_Aleman_0004.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Arnoldo_Aleman/Arnoldo_Aleman_0004.jpg
Augusto_Roa_Bastos,Augusto_Roa_Bastos_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Augusto_Roa_Bastos/Augusto_Roa_Bastos_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Augusto_Roa_Bastos/Augusto_Roa_Bastos_0001.jpg
Barbra_Streisand,Barbra_Streisand_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Barbra_Streisand/Barbra_Streisand_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Barbra_Streisand/Barbra_Streisand_0002.jpg
Barrett_Jackman,Barrett_Jackman_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Barrett_Jackman/Barrett_Jackman_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Barrett_Jackman/Barrett_Jackman_0002.jpg
Ben_Affleck,Ben_Affleck_0006.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Ben_Affleck/Ben_Affleck_0006.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Ben_Affleck/Ben_Affleck_0006.jpg
Ben_Howland,Ben_Howland_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Ben_Howland/Ben_Howland_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Ben_Howland/Ben_Howland_0001.jpg
Bernardo_Segura,Bernardo_Segura_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Bernardo_Segura/Bernardo_Segura_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Bernardo_Segura/Bernardo_Segura_0001.jpg
Beth_Jones,Beth_Jones_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Beth_Jones/Beth_Jones_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Beth_Jones/Beth_Jones_0002.jpg
Bijan_Namdar_Zangeneh,Bijan_Namdar_Zangeneh_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Bijan_Namdar_Zangeneh/Bijan_Namdar_Zangeneh_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Bijan_Namdar_Zangeneh/Bijan_Namdar_Zangeneh_0001.jpg
Biljana_Plavsic,Biljana_Plavsic_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Biljana_Plavsic/Biljana_Plavsic_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Biljana_Plavsic/Biljana_Plavsic_0001.jpg
Bill_Belichick,Bill_Belichick_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Bill_Belichick/Bill_Belichick_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Bill_Belichick/Bill_Belichick_0001.jpg
Bill_Gates,Bill_Gates_0011.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Bill_Gates/Bill_Gates_0011.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Bill_Gates/Bill_Gates_0011.jpg
Bill_Parcells,Bill_Parcells_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Bill_Parcells/Bill_Parcells_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Bill_Parcells/Bill_Parcells_0001.jpg
Bill_Sizemore,Bill_Sizemore_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Bill_Sizemore/Bill_Sizemore_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Bill_Sizemore/Bill_Sizemore_0002.jpg
Bob_Colvin,Bob_Colvin_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Bob_Colvin/Bob_Colvin_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Bob_Colvin/Bob_Colvin_0002.jpg
Bob_Dole,Bob_Dole_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Bob_Dole/Bob_Dole_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Bob_Dole/Bob_Dole_0002.jpg
Bob_Geldof,Bob_Geldof_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Bob_Geldof/Bob_Geldof_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Bob_Geldof/Bob_Geldof_0002.jpg
Bob_Huggins,Bob_Huggins_0003.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Bob_Huggins/Bob_Huggins_0003.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Bob_Huggins/Bob_Huggins_0003.jpg
Brad_Garrett,Brad_Garrett_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Brad_Garrett/Brad_Garrett_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Brad_Garrett/Brad_Garrett_0001.jpg
Brad_Johnson,Brad_Johnson_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Brad_Johnson/Brad_Johnson_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Brad_Johnson/Brad_Johnson_0002.jpg
Brendan_Hansen,Brendan_Hansen_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Brendan_Hansen/Brendan_Hansen_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Brendan_Hansen/Brendan_Hansen_0002.jpg
Brian_Cowen,Brian_Cowen_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Brian_Cowen/Brian_Cowen_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Brian_Cowen/Brian_Cowen_0001.jpg
Bruce_Van_De_Velde,Bruce_Van_De_Velde_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Bruce_Van_De_Velde/Bruce_Van_De_Velde_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Bruce_Van_De_Velde/Bruce_Van_De_Velde_0002.jpg
Calista_Flockhart,Calista_Flockhart_0006.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Calista_Flockhart/Calista_Flockhart_0006.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Calista_Flockhart/Calista_Flockhart_0006.jpg
Carl_Reiner,Carl_Reiner_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Carl_Reiner/Carl_Reiner_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Carl_Reiner/Carl_Reiner_0002.jpg
Carlos_Manuel_Pruneda,Carlos_Manuel_Pruneda_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Carlos_Manuel_Pruneda/Carlos_Manuel_Pruneda_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Carlos_Manuel_Pruneda/Carlos_Manuel_Pruneda_0001.jpg
Carlos_Menem,Carlos_Menem_0017.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Carlos_Menem/Carlos_Menem_0017.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Carlos_Menem/Carlos_Menem_0017.jpg
Carly_Fiorina,Carly_Fiorina_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Carly_Fiorina/Carly_Fiorina_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Carly_Fiorina/Carly_Fiorina_0002.jpg
Carolina_Kluft,Carolina_Kluft_0003.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Carolina_Kluft/Carolina_Kluft_0003.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Carolina_Kluft/Carolina_Kluft_0003.jpg
Carrie-Anne_Moss,Carrie-Anne_Moss_0004.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Carrie-Anne_Moss/Carrie-Anne_Moss_0004.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Carrie-Anne_Moss/Carrie-Anne_Moss_0004.jpg
Catherine_Zeta-Jones,Catherine_Zeta-Jones_0007.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Catherine_Zeta-Jones/Catherine_Zeta-Jones_0007.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Catherine_Zeta-Jones/Catherine_Zeta-Jones_0007.jpg
Cathy_Freeman,Cathy_Freeman_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Cathy_Freeman/Cathy_Freeman_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Cathy_Freeman/Cathy_Freeman_0001.jpg
Cecilia_Bolocco,Cecilia_Bolocco_0003.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Cecilia_Bolocco/Cecilia_Bolocco_0003.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Cecilia_Bolocco/Cecilia_Bolocco_0003.jpg
Cesar_Maia,Cesar_Maia_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Cesar_Maia/Cesar_Maia_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Cesar_Maia/Cesar_Maia_0001.jpg
Charles_Bronson,Charles_Bronson_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Charles_Bronson/Charles_Bronson_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Charles_Bronson/Charles_Bronson_0002.jpg
Charles_Mathews,Charles_Mathews_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Charles_Mathews/Charles_Mathews_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Charles_Mathews/Charles_Mathews_0002.jpg
Charles_Moose,Charles_Moose_0003.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Charles_Moose/Charles_Moose_0003.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Charles_Moose/Charles_Moose_0003.jpg
Cherie_Blair,Cherie_Blair_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Cherie_Blair/Cherie_Blair_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Cherie_Blair/Cherie_Blair_0001.jpg
Chris_Byrd,Chris_Byrd_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Chris_Byrd/Chris_Byrd_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Chris_Byrd/Chris_Byrd_0001.jpg
Christian_Fittipaldi,Christian_Fittipaldi_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Christian_Fittipaldi/Christian_Fittipaldi_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Christian_Fittipaldi/Christian_Fittipaldi_0001.jpg
Christian_Longo,Christian_Longo_0003.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Christian_Longo/Christian_Longo_0003.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Christian_Longo/Christian_Longo_0003.jpg
Ciro_Gomes,Ciro_Gomes_0004.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Ciro_Gomes/Ciro_Gomes_0004.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Ciro_Gomes/Ciro_Gomes_0004.jpg
Claire_Danes,Claire_Danes_0003.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Claire_Danes/Claire_Danes_0003.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Claire_Danes/Claire_Danes_0003.jpg
Claire_Hentzen,Claire_Hentzen_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Claire_Hentzen/Claire_Hentzen_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Claire_Hentzen/Claire_Hentzen_0002.jpg
Claudia_Schiffer,Claudia_Schiffer_0003.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Claudia_Schiffer/Claudia_Schiffer_0003.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Claudia_Schiffer/Claudia_Schiffer_0003.jpg
Clay_Aiken,Clay_Aiken_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Clay_Aiken/Clay_Aiken_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Clay_Aiken/Clay_Aiken_0002.jpg
Colin_Powell,Colin_Powell_0013.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Colin_Powell/Colin_Powell_0013.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Colin_Powell/Colin_Powell_0013.jpg
Condoleezza_Rice,Condoleezza_Rice_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Condoleezza_Rice/Condoleezza_Rice_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Condoleezza_Rice/Condoleezza_Rice_0001.jpg
Coretta_Scott_King,Coretta_Scott_King_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Coretta_Scott_King/Coretta_Scott_King_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Coretta_Scott_King/Coretta_Scott_King_0002.jpg
Courtney_Love,Courtney_Love_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Courtney_Love/Courtney_Love_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Courtney_Love/Courtney_Love_0002.jpg
Cyndi_Thompson,Cyndi_Thompson_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Cyndi_Thompson/Cyndi_Thompson_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Cyndi_Thompson/Cyndi_Thompson_0002.jpg
Dale_Earnhardt_Jr,Dale_Earnhardt_Jr_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Dale_Earnhardt_Jr/Dale_Earnhardt_Jr_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Dale_Earnhardt_Jr/Dale_Earnhardt_Jr_0001.jpg
Dan_Morales,Dan_Morales_0003.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Dan_Morales/Dan_Morales_0003.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Dan_Morales/Dan_Morales_0003.jpg
Daniel_Day-Lewis,Daniel_Day-Lewis_0003.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Daniel_Day-Lewis/Daniel_Day-Lewis_0003.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Daniel_Day-Lewis/Daniel_Day-Lewis_0003.jpg
Daniel_Radcliffe,Daniel_Radcliffe_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Daniel_Radcliffe/Daniel_Radcliffe_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Daniel_Radcliffe/Daniel_Radcliffe_0001.jpg
David_Dodge,David_Dodge_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/David_Dodge/David_Dodge_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/David_Dodge/David_Dodge_0002.jpg
David_Spade,David_Spade_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/David_Spade/David_Spade_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/David_Spade/David_Spade_0002.jpg
David_Wells,David_Wells_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/David_Wells/David_Wells_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/David_Wells/David_Wells_0001.jpg
Dean_Barkley,Dean_Barkley_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Dean_Barkley/Dean_Barkley_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Dean_Barkley/Dean_Barkley_0001.jpg
Debra_Brown,Debra_Brown_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Debra_Brown/Debra_Brown_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Debra_Brown/Debra_Brown_0002.jpg
Debra_Messing,Debra_Messing_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Debra_Messing/Debra_Messing_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Debra_Messing/Debra_Messing_0002.jpg
Dick_Cheney,Dick_Cheney_0009.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Dick_Cheney/Dick_Cheney_0009.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Dick_Cheney/Dick_Cheney_0009.jpg
Don_Nickles,Don_Nickles_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Don_Nickles/Don_Nickles_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Don_Nickles/Don_Nickles_0002.jpg
Don_Siegelman,Don_Siegelman_0004.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Don_Siegelman/Don_Siegelman_0004.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Don_Siegelman/Don_Siegelman_0004.jpg
Donald_Rumsfeld,Donald_Rumsfeld_0008.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Donald_Rumsfeld/Donald_Rumsfeld_0008.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Donald_Rumsfeld/Donald_Rumsfeld_0008.jpg
Doris_Schroeder,Doris_Schroeder_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Doris_Schroeder/Doris_Schroeder_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Doris_Schroeder/Doris_Schroeder_0001.jpg
Drew_Barrymore,Drew_Barrymore_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Drew_Barrymore/Drew_Barrymore_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Drew_Barrymore/Drew_Barrymore_0001.jpg
Eduardo_Duhalde,Eduardo_Duhalde_0010.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Eduardo_Duhalde/Eduardo_Duhalde_0010.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Eduardo_Duhalde/Eduardo_Duhalde_0010.jpg
Edward_James_Olmos,Edward_James_Olmos_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Edward_James_Olmos/Edward_James_Olmos_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Edward_James_Olmos/Edward_James_Olmos_0001.jpg
Edward_Kennedy,Edward_Kennedy_0003.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Edward_Kennedy/Edward_Kennedy_0003.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Edward_Kennedy/Edward_Kennedy_0003.jpg
Edwin_Edwards,Edwin_Edwards_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Edwin_Edwards/Edwin_Edwards_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Edwin_Edwards/Edwin_Edwards_0001.jpg
Eliane_Karp,Eliane_Karp_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Eliane_Karp/Eliane_Karp_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Eliane_Karp/Eliane_Karp_0001.jpg
Emma_Thompson,Emma_Thompson_0003.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Emma_Thompson/Emma_Thompson_0003.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Emma_Thompson/Emma_Thompson_0003.jpg
Enrique_Bolanos,Enrique_Bolanos_0004.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Enrique_Bolanos/Enrique_Bolanos_0004.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Enrique_Bolanos/Enrique_Bolanos_0004.jpg
Eric_Robert_Rudolph,Eric_Robert_Rudolph_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Eric_Robert_Rudolph/Eric_Robert_Rudolph_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Eric_Robert_Rudolph/Eric_Robert_Rudolph_0002.jpg
Eric_Rosser,Eric_Rosser_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Eric_Rosser/Eric_Rosser_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Eric_Rosser/Eric_Rosser_0002.jpg
Erika_Christensen,Erika_Christensen_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Erika_Christensen/Erika_Christensen_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Erika_Christensen/Erika_Christensen_0001.jpg
